Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
4550,Clopidogrel-704,650 mg,Heartburn treatment,Generic substitute,Yes,Half tablet in morning and night
4551,Atorvastatin-9134,650 mg,Cold and allergy,Alternative formulation,Yes,Take after food once daily
4552,Clopidogrel-358,1000 mg,Cold and allergy,Alternative formulation,Yes,1 tablet twice daily after meals
4553,Omeprazole-238,250 mg,Blood pressure control,Alternate brand,No,1 tablet twice daily after meals
4554,Atorvastatin-589,750 mg,Cholesterol management,Generic substitute,No,1 tablet twice daily after meals
4555,Paracetamol-309,100 mg,Infection treatment,Generic substitute,No,Take after food once daily
4556,Hydroxyzine-625,650 mg,Pain relief,Alternate brand,No,Half tablet in morning and night
4557,Atorvastatin-531,100 mg,Heartburn treatment,Over-the-counter option,No,Half tablet in morning and night
4558,Metoprolol-545,250 mg,Cold and allergy,Over-the-counter option,Yes,Use as directed by physician
4559,Azithromycin-333,650 mg,Fever control,Same API different brand,Yes,1 tablet twice daily after meals
4560,Metformin-2605,100 mg,Diabetes control,Over-the-counter option,No,Take after food once daily
4561,Azithromycin-765,1000 mg,Stomach acid reduction,Alternative formulation,Yes,1 tablet twice daily after meals
4562,Omeprazole-597,250 mg,Cholesterol management,Generic substitute,No,Half tablet in morning and night
4563,Ciprofloxacin-980,500 mg,Pain relief,Equivalent composition,No,1 capsule daily before breakfast
4564,Levocetirizine-715,1000 mg,Inflammation reduction,Generic substitute,No,Half tablet in morning and night
4565,Amoxicillin-632,750 mg,Heartburn treatment,Same API different brand,Yes,Half tablet in morning and night
4566,Amoxicillin-7903,100 mg,Blood pressure control,Same API different brand,Yes,Take after food once daily
4567,Ranitidine-1459,1000 mg,Pain relief,Equivalent composition,No,Use as directed by physician
4568,Levocetirizine-408,500 mg,Pain relief,Equivalent composition,Yes,1 capsule daily before breakfast
4569,Atorvastatin-617,750 mg,Antibiotic,Same API different brand,Yes,1 tablet twice daily after meals
4570,Ranitidine-847,100 mg,Pain relief,Over-the-counter option,No,Take after food once daily
4571,Metformin-1371,1000 mg,Inflammation reduction,Over-the-counter option,Yes,1 tablet thrice daily
4572,Amlodipine-133,1000 mg,Pain relief,Alternate brand,No,1 tablet thrice daily
4573,Omeprazole-542,500 mg,Diabetes control,Alternative formulation,Yes,Use as directed by physician
4574,Hydroxyzine-490,100 mg,Antibiotic,Alternative formulation,Yes,Use as directed by physician
4575,Losartan-5375,750 mg,Inflammation reduction,Alternate brand,No,1 tablet thrice daily
4576,Losartan-623,250 mg,Infection treatment,Same API different brand,Yes,Use as directed by physician
4577,Cetirizine-8894,750 mg,Diabetes control,Over-the-counter option,No,Half tablet in morning and night
4578,Levocetirizine-967,750 mg,Fever control,Over-the-counter option,Yes,1 tablet twice daily after meals
4579,Amlodipine-837,500 mg,Cholesterol management,Same API different brand,Yes,Use as directed by physician
4580,Clopidogrel-708,650 mg,Diabetes control,Alternate brand,Yes,1 capsule daily before breakfast
4581,Ibuprofen-737,250 mg,Anxiety relief,Generic substitute,No,Use as directed by physician
4582,Azithromycin-355,750 mg,Anxiety relief,Alternate brand,Yes,1 capsule daily before breakfast
4583,Amlodipine-865,650 mg,Diabetes control,Generic substitute,Yes,1 tablet thrice daily
4584,Hydroxyzine-872,250 mg,Infection treatment,Alternate brand,No,Use as directed by physician
4585,Azithromycin-282,250 mg,Blood pressure control,Generic substitute,Yes,Take after food once daily
4586,Amlodipine-7679,250 mg,Diabetes control,Generic substitute,No,1 tablet thrice daily
4587,Clopidogrel-752,100 mg,Cholesterol management,Over-the-counter option,No,1 capsule daily before breakfast
4588,Omeprazole-713,100 mg,Diabetes control,Alternative formulation,Yes,1 tablet twice daily after meals
4589,Atorvastatin-5911,1000 mg,Antibiotic,Same API different brand,Yes,1 tablet thrice daily
4590,Amoxicillin-680,650 mg,Pain relief,Generic substitute,Yes,1 capsule daily before breakfast
4591,Ciprofloxacin-831,1000 mg,Anxiety relief,Equivalent composition,No,1 capsule daily before breakfast
4592,Furosemide-652,100 mg,Diabetes control,Same API different brand,No,1 capsule daily before breakfast
4593,Atorvastatin-291,250 mg,Fever control,Over-the-counter option,No,1 capsule daily before breakfast
4594,Ibuprofen-3354,650 mg,Blood pressure control,Alternate brand,No,1 capsule daily before breakfast
4595,Amlodipine-697,750 mg,Stomach acid reduction,Same API different brand,No,Use as directed by physician
4596,Diclofenac-937,500 mg,Infection treatment,Equivalent composition,Yes,1 tablet thrice daily
4597,Cetirizine-514,100 mg,Infection treatment,Equivalent composition,No,Use as directed by physician
4598,Losartan-459,650 mg,Cholesterol management,Same API different brand,Yes,1 capsule daily before breakfast
4599,Ciprofloxacin-3288,650 mg,Antibiotic,Alternate brand,No,1 tablet thrice daily
4600,Diclofenac-286,1000 mg,Fever control,Alternate brand,Yes,1 tablet twice daily after meals
4601,Omeprazole-264,100 mg,Diabetes control,Same API different brand,No,1 tablet twice daily after meals
4602,Amlodipine-778,500 mg,Inflammation reduction,Alternate brand,Yes,1 tablet thrice daily
4603,Cetirizine-662,500 mg,Cholesterol management,Generic substitute,No,1 tablet twice daily after meals
4604,Azithromycin-307,100 mg,Fever control,Over-the-counter option,Yes,1 tablet thrice daily
4605,Omeprazole-653,650 mg,Diabetes control,Alternative formulation,Yes,1 tablet twice daily after meals
4606,Metformin-447,650 mg,Cholesterol management,Over-the-counter option,No,1 tablet thrice daily
4607,Furosemide-9838,500 mg,Heartburn treatment,Alternate brand,Yes,1 tablet thrice daily
4608,Amlodipine-9507,750 mg,Blood pressure control,Same API different brand,No,1 capsule daily before breakfast
4609,Amoxicillin-738,100 mg,Cholesterol management,Alternate brand,Yes,1 tablet thrice daily
4610,Amoxicillin-521,1000 mg,Cholesterol management,Alternate brand,No,1 tablet twice daily after meals
4611,Amoxicillin-283,500 mg,Inflammation reduction,Over-the-counter option,No,Take after food once daily
4612,Paracetamol-764,250 mg,Infection treatment,Generic substitute,Yes,1 tablet thrice daily
4613,Cetirizine-244,650 mg,Diabetes control,Equivalent composition,No,1 tablet thrice daily
4614,Metoprolol-457,750 mg,Diabetes control,Same API different brand,No,1 tablet twice daily after meals
4615,Amoxicillin-259,100 mg,Anxiety relief,Alternative formulation,No,1 capsule daily before breakfast
4616,Levocetirizine-945,100 mg,Anxiety relief,Over-the-counter option,No,1 capsule daily before breakfast
4617,Ciprofloxacin-919,500 mg,Pain relief,Same API different brand,No,Half tablet in morning and night
4618,Cetirizine-3128,750 mg,Cold and allergy,Generic substitute,Yes,Take after food once daily
4619,Paracetamol-1081,1000 mg,Infection treatment,Same API different brand,Yes,1 tablet twice daily after meals
4620,Cetirizine-427,100 mg,Pain relief,Generic substitute,Yes,1 tablet thrice daily
4621,Amoxicillin-2916,750 mg,Diabetes control,Generic substitute,No,1 capsule daily before breakfast
4622,Furosemide-867,500 mg,Diabetes control,Alternative formulation,No,Use as directed by physician
4623,Diclofenac-677,100 mg,Stomach acid reduction,Alternate brand,Yes,Take after food once daily
4624,Furosemide-622,500 mg,Anxiety relief,Generic substitute,Yes,Take after food once daily
4625,Clopidogrel-987,500 mg,Anxiety relief,Alternative formulation,Yes,Take after food once daily
4626,Losartan-253,750 mg,Diabetes control,Same API different brand,Yes,Take after food once daily
4627,Ciprofloxacin-6051,750 mg,Fever control,Alternative formulation,No,1 tablet twice daily after meals
4628,Diclofenac-302,500 mg,Infection treatment,Equivalent composition,Yes,Half tablet in morning and night
4629,Ciprofloxacin-7150,100 mg,Heartburn treatment,Equivalent composition,Yes,1 tablet twice daily after meals
4630,Metformin-280,100 mg,Pain relief,Same API different brand,No,1 capsule daily before breakfast
4631,Azithromycin-424,100 mg,Infection treatment,Alternative formulation,No,1 capsule daily before breakfast
4632,Azithromycin-653,250 mg,Cholesterol management,Over-the-counter option,No,1 capsule daily before breakfast
4633,Cetirizine-653,650 mg,Infection treatment,Equivalent composition,No,Half tablet in morning and night
4634,Atorvastatin-2168,1000 mg,Blood pressure control,Over-the-counter option,No,1 tablet thrice daily
4635,Pantoprazole-922,100 mg,Diabetes control,Generic substitute,No,1 tablet twice daily after meals
4636,Ciprofloxacin-267,100 mg,Inflammation reduction,Over-the-counter option,Yes,1 tablet twice daily after meals
4637,Cetirizine-888,500 mg,Fever control,Alternative formulation,No,1 capsule daily before breakfast
4638,Amlodipine-591,250 mg,Infection treatment,Alternative formulation,Yes,1 capsule daily before breakfast
4639,Omeprazole-3668,750 mg,Blood pressure control,Over-the-counter option,Yes,Half tablet in morning and night
4640,Furosemide-444,750 mg,Inflammation reduction,Over-the-counter option,No,Take after food once daily
4641,Azithromycin-218,750 mg,Cold and allergy,Alternative formulation,No,1 capsule daily before breakfast
4642,Azithromycin-693,650 mg,Diabetes control,Same API different brand,Yes,1 tablet twice daily after meals
4643,Pantoprazole-1163,500 mg,Inflammation reduction,Alternative formulation,No,Use as directed by physician
4644,Ciprofloxacin-8948,500 mg,Cholesterol management,Generic substitute,Yes,1 tablet twice daily after meals
4645,Hydroxyzine-628,750 mg,Stomach acid reduction,Over-the-counter option,Yes,Take after food once daily
4646,Ranitidine-947,250 mg,Cold and allergy,Same API different brand,No,Use as directed by physician
4647,Atorvastatin-801,500 mg,Cholesterol management,Same API different brand,Yes,Half tablet in morning and night
4648,Ciprofloxacin-971,500 mg,Heartburn treatment,Equivalent composition,No,Take after food once daily
4649,Azithromycin-459,750 mg,Pain relief,Alternate brand,Yes,Half tablet in morning and night
4650,Azithromycin-933,1000 mg,Blood pressure control,Same API different brand,Yes,Take after food once daily
4651,Hydroxyzine-170,750 mg,Fever control,Same API different brand,Yes,Use as directed by physician
4652,Hydroxyzine-1681,500 mg,Diabetes control,Same API different brand,Yes,1 tablet thrice daily
4653,Levocetirizine-351,250 mg,Diabetes control,Same API different brand,Yes,1 capsule daily before breakfast
4654,Levocetirizine-181,250 mg,Blood pressure control,Alternative formulation,Yes,Use as directed by physician
4655,Pantoprazole-846,250 mg,Infection treatment,Alternative formulation,No,Half tablet in morning and night
4656,Amoxicillin-979,500 mg,Infection treatment,Same API different brand,Yes,Take after food once daily
4657,Diclofenac-2222,650 mg,Heartburn treatment,Generic substitute,No,1 tablet thrice daily
4658,Ibuprofen-632,650 mg,Antibiotic,Same API different brand,Yes,1 tablet thrice daily
4659,Omeprazole-514,100 mg,Heartburn treatment,Alternate brand,No,Half tablet in morning and night
4660,Azithromycin-806,500 mg,Cold and allergy,Alternate brand,No,Take after food once daily
4661,Amlodipine-2282,1000 mg,Stomach acid reduction,Alternative formulation,No,1 tablet thrice daily
4662,Metformin-976,500 mg,Pain relief,Generic substitute,No,1 tablet twice daily after meals
4663,Metoprolol-6637,650 mg,Fever control,Over-the-counter option,No,Take after food once daily
4664,Furosemide-100,1000 mg,Blood pressure control,Alternate brand,Yes,Take after food once daily
4665,Amlodipine-4148,100 mg,Blood pressure control,Over-the-counter option,No,Take after food once daily
4666,Clopidogrel-579,750 mg,Stomach acid reduction,Equivalent composition,No,Take after food once daily
4667,Levocetirizine-908,100 mg,Infection treatment,Generic substitute,No,Use as directed by physician
4668,Atorvastatin-983,1000 mg,Cold and allergy,Equivalent composition,No,Use as directed by physician
4669,Furosemide-804,100 mg,Fever control,Alternative formulation,No,Use as directed by physician
4670,Omeprazole-697,250 mg,Pain relief,Over-the-counter option,Yes,Use as directed by physician
4671,Cetirizine-265,500 mg,Blood pressure control,Alternate brand,No,1 capsule daily before breakfast
4672,Diclofenac-796,650 mg,Diabetes control,Over-the-counter option,Yes,1 capsule daily before breakfast
4673,Amlodipine-422,100 mg,Pain relief,Equivalent composition,No,Half tablet in morning and night
4674,Atorvastatin-956,650 mg,Fever control,Same API different brand,Yes,Take after food once daily
4675,Levocetirizine-7726,650 mg,Pain relief,Equivalent composition,Yes,1 tablet thrice daily
4676,Metoprolol-657,650 mg,Infection treatment,Alternative formulation,No,Half tablet in morning and night
4677,Metformin-294,1000 mg,Anxiety relief,Over-the-counter option,Yes,Take after food once daily
4678,Levocetirizine-105,750 mg,Heartburn treatment,Generic substitute,Yes,Half tablet in morning and night
4679,Amoxicillin-492,1000 mg,Stomach acid reduction,Alternate brand,Yes,Take after food once daily
4680,Ciprofloxacin-812,1000 mg,Stomach acid reduction,Generic substitute,Yes,1 tablet thrice daily
4681,Ibuprofen-373,1000 mg,Antibiotic,Alternative formulation,No,1 tablet twice daily after meals
4682,Pantoprazole-521,1000 mg,Blood pressure control,Alternative formulation,Yes,Use as directed by physician
4683,Ciprofloxacin-897,250 mg,Infection treatment,Alternate brand,No,1 capsule daily before breakfast
4684,Cetirizine-897,500 mg,Infection treatment,Equivalent composition,Yes,1 tablet thrice daily
4685,Losartan-427,1000 mg,Pain relief,Alternate brand,No,1 tablet twice daily after meals
4686,Atorvastatin-859,250 mg,Blood pressure control,Generic substitute,No,Take after food once daily
4687,Ciprofloxacin-964,100 mg,Antibiotic,Equivalent composition,Yes,1 tablet thrice daily
4688,Hydroxyzine-774,500 mg,Infection treatment,Generic substitute,Yes,Half tablet in morning and night
4689,Diclofenac-278,650 mg,Inflammation reduction,Same API different brand,Yes,Half tablet in morning and night
4690,Hydroxyzine-310,750 mg,Stomach acid reduction,Same API different brand,Yes,Use as directed by physician
4691,Atorvastatin-571,750 mg,Blood pressure control,Alternative formulation,No,1 tablet twice daily after meals
4692,Ibuprofen-7137,750 mg,Antibiotic,Same API different brand,No,Half tablet in morning and night
4693,Amlodipine-8985,1000 mg,Infection treatment,Alternate brand,Yes,1 capsule daily before breakfast
